[0.294, -0.202, -0.229, 0.324, -0.0881, 0.161, -0.245, -0.158, 0.265, 0.269, 0.262, -0.361, -0.267, 0.0347, 0.187, -0.281]
[-0.328, 0.268, 0.209, 0.204, -0.365, -0.208, 0.16, 0.225, 0.215, -0.226, 0.252, -0.211, 0.232, -0.165, 0.229, 0.182]
[0.159, -0.292, -0.261, 0.278, 0.132, -0.143, -0.217, -0.214, 0.286, 0.306, 0.351, -0.196, 0.2, -0.0905, 0.291, -0.264]
[0.349, -0.195, -0.132, -0.155, -0.261, 0.247, -0.286, 0.221, 0.286, -0.235, 0.00142, 0.264, -0.205, -0.24, 0.156, 0.251]
[-0.273, 0.246, -0.135, -0.178, -0.196, 0.272, 0.158, 0.3, 0.209, -0.157, -0.158, 0.0877, 0.114, -0.284, -0.318, -0.332]
[-0.241, 0.249, 0.161, -0.00321, 0.175, 0.314, 0.255, 0.265, 0.116, -0.315, -0.233, -0.303, 0.203, 0.237, -0.277, 0.278]
[0.239, -0.0555, -0.281, 0.213, 0.163, -0.0539, -0.305, -0.227, 0.262, 0.32, 0.229, -0.311, -0.274, -0.0426, 0.272, -0.32]
[0.315, -0.276, -0.236, -0.156, -0.208, 0.271, -0.327, 0.293, 0.232, -0.233, -0.149, 0.268, -0.231, -0.237, 0.166, 0.223]
[0.13, -0.329, -0.289, 0.248, 0.211, -0.169, -0.154, -0.263, 0.272, 0.304, 0.285, -0.149, 0.206, -0.0958, 0.267, -0.265]
[0.203, -0.319, -0.207, 0.227, 0.166, -0.197, -0.217, -0.195, 0.3, 0.292, 0.35, -0.146, 0.218, -0.153, 0.308, -0.239]
[0.351, 0.229, -0.189, -0.242, 0.328, 0.193, -0.234, 0.0288, 0.201, -0.258, 0.235, 0.147, -0.301, -0.2, -0.271, -0.251]
[-0.289, 0.301, -0.186, -0.304, -0.187, 0.224, 0.183, 0.219, 0.225, -0.302, -0.171, 0.206, 0.206, -0.236, -0.324, -0.182]
[-0.199, 0.3, 0.0564, 0.0133, 0.231, 0.247, 0.215, 0.252, 0.118, -0.338, -0.219, -0.326, 0.232, 0.285, -0.247, 0.265]
[-0.261, 0.226, 0.233, -0.173, 0.181, 0.251, 0.174, 0.282, 0.126, -0.351, -0.19, -0.263, 0.263, 0.175, -0.223, 0.278]
[0.297, 0.274, -0.139, -0.326, 0.312, -0.149, -0.374, 0.0468, 0.118, -0.299, 0.306, 0.137, -0.208, -0.277, -0.1, -0.138]
[-0.293, -0.252, 0.232, -0.24, 0.264, 0.339, 0.242, 0.23, -0.232, -0.224, -0.221, -0.0412, -0.305, -0.218, -0.237, 0.162]
[0.22, -0.337, -0.247, 0.249, 0.219, -0.187, -0.213, -0.229, 0.244, 0.283, 0.281, -0.18, 0.249, -0.151, 0.301, -0.23]
[0.265, -0.28, -0.231, 0.296, -0.158, 0.139, -0.24, -0.243, 0.306, 0.223, 0.364, -0.245, -0.157, 0.0788, 0.246, -0.27]
[-0.265, -0.22, 0.141, -0.157, -0.206, -0.24, 0.329, -0.25, 0.263, 0.142, 0.198, 0.221, 0.295, 0.229, 0.273, -0.254]
[-0.188, 0.227, -0.0186, 0.174, 0.136, 0.264, 0.206, 0.225, 0.239, -0.265, -0.197, -0.421, 0.17, 0.274, -0.16, 0.384]
[-0.316, 0.373, 0.269, 0.141, -0.253, -0.277, 0.203, 0.222, 0.236, -0.196, 0.235, -0.197, 0.229, -0.225, 0.246, 0.147]
[-0.202, -0.13, -0.209, -0.191, -0.251, 0.121, -0.37, -0.331, -0.335, -0.277, -0.168, 0.251, -0.226, 0.26, -0.126, -0.165]
[-0.206, -0.143, 0.193, -0.0517, -0.123, -0.0842, 0.134, -0.098, 0.184, 0.0991, 0.0826, 0.138, 0.119, 0.211, 0.212, -0.125]
[-0.196, 0.221, -0.231, -0.146, -0.213, 0.351, 0.184, 0.353, 0.189, -0.227, -0.213, 0.113, 0.206, -0.242, -0.267, -0.238]
